company_name,fyear,status_label,current_asset,costs_of_good_sold,depreciation_and_amortization,ebitda,inventory,net_income,total_receivables,market_value,net_sales,total_assets,total_long_term_debts,ebit,gross_profit,total_current_liabilities,retained_earnings,total_revenue,total_liabilities,total_operating_expenses,division,majorgroup,division_name,majorgroup_name
C_7257,2006,failed,30.81,83.159,134971.0,0.058,7.58,-1227.0,6353.0,69782.0,24102.0,32519.0,-1543.0,4595.0,2.493,204753.0,76.5525,41992.0,204753.0,198.4,G,56,Retail Trade,Apparel Stores
C_1001,2002,alive,11253.6,14353.4,53847.9,1487.0,119.4,953.8,1073.2,3272.9,6022.5,7974.4,555.4,2784.2,4594.7,57120.8,7259616.0,9824.9,57120.8,56047.6,F,51,Wholesale Trade,Wholesale Trade – Nondurable Goods
C_2154,2001,failed,137825.0,144122.0,303.859,75.841,1129.0,7.13,8259.0,77252.0,81032.0,51256.0,-22575.0,-8408.0,41217.0,381111.0,15428.0,127097.0,381111.0,372852.0,F,50,Wholesale Trade,Wholesale Trade – Durable Goods
C_6175,2003,failed,2685.0,2881.0,815.0,216.0,259.0,-5334.0,-5075.0,884.0,0.0,2379.0,-3877.0,-50396.0,0.48,1699.0,13.5272,2595.0,1699.0,6774.0,I,73,Services,Business Services
C_535,2013,failed,8774.0,21977.0,10900.0,7061.0,1402.0,615.0,2017.0,4363.0,3371.0,5699.0,-345.0,2824.0,3594.0,15263.0,11880.83,13774.0,15263.0,13246.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_6997,2004,failed,75.21,124571.0,19577.0,8265.0,1917.0,-23056.0,-21139.0,2883.0,4115.0,16308.0,-22437.0,-120028.0,6274.0,22.46,89025.0,25137.0,22.46,43599.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_4540,2009,failed,22132.0,43.751,24.07,0.0,6.012,-11.29,-5278.0,19358.0,845.0,7223.0,-19997.0,-18926.0,6386.0,43428.0,58.8899,12103.0,43428.0,48706.0,I,79,Services,Amusement & Recreation
C_5397,2004,failed,983979.0,1591884.0,1508382.0,0.0,81318.0,101.99,183308.0,1153087.0,715184.0,464293.0,60521.0,443533.0,25766.0,2661469.0,1120.9848,782.531,2661469.0,2478161.0,G,57,Retail Trade,Furniture & Home Furnishings
C_3695,2003,failed,10879.0,176384.0,10333.0,22.2,27.098,6035.0,33133.0,37577.0,0.0,26178.0,3.64,-4287.0,9095.0,47.91,141.1981,68657.0,47.91,14777.0,B,13,Mining,Oil & Gas Extraction
C_4131,2006,failed,11979.0,26875.0,8.92,5131.0,147.0,-3377.0,-3.23,6.077,6369.0,13401.0,-4365.0,-164405.0,2555.0,14997.0,64.4715,18711.0,14997.0,18227.0,D,38,Manufacturing,Instruments & Related Products
C_4186,2000,failed,7654.0,8021.0,4982.0,73.0,88.0,-2059.0,-1971.0,1742.0,4.39,3008.0,81.0,-50994.0,528.0,6724.0,27.1766,3103.0,6724.0,8695.0,D,38,Manufacturing,Instruments & Related Products
C_2002,2013,failed,915256.0,1620.47,888181.0,807812.0,49958.0,38196.0,88154.0,922389.0,337715.0,367.04,-232565.0,-201968.0,434944.0,1810.57,1411.8541,1232812.0,1810.57,1722.416,D,23,Manufacturing,Apparel & Finished Products
C_425,2001,failed,3797.0,10207.0,8720.0,3008.0,548.0,133.0,681.0,1666.0,1299.0,3489.0,-298.0,1646.0,1742.0,10386.0,2061.5964,8137.0,10386.0,9705.0,D,37,Manufacturing,Transportation Equipment
C_8858,2012,failed,74956.0,426574.0,5525.0,0.0,15922.0,-15528.0,0.394,37633.0,0.0,59285.0,-16295.0,-18711.0,10435.0,43158.0,607716.0,59831.0,43158.0,42764.0,B,13,Mining,Oil & Gas Extraction
C_4540,2012,failed,11289.0,37.77,18256.0,2712.0,3194.0,3918.0,7112.0,21209.0,1205.0,11788.0,1.95,-35387.0,1537.0,39465.0,112861.0,16.411,39465.0,32353.0,I,79,Services,Amusement & Recreation
C_926,2007,failed,3821.0,14695.0,12591.0,0.0,306.0,-6925.0,-6619.0,-1199.0,0.041,10591.0,-6652.0,-45121.0,356.0,11392.0,71.7885,10591.0,11392.0,18011.0,I,79,Services,Amusement & Recreation
C_3236,2002,failed,97829.0,133437.0,133.706,30.0,5381.0,13166.0,18547.0,72063.0,52.818,19612.0,6.293,52587.0,33699.0,205769.0,67.9603,52773.0,205769.0,187222.0,D,23,Manufacturing,Apparel & Finished Products
C_7510,2007,failed,20174.0,38114.0,2777.0,0.0,2206.0,-11171.0,-8965.0,18748.0,0.0,5.172,-18202.0,-49234.0,3595.0,21525.0,68.3212,5.172,21525.0,30.49,I,73,Services,Business Services
C_2322,2005,failed,17086.0,68982.0,59323.0,26193.0,1974.0,3714.0,5688.0,17349.0,1605.0,20205.0,-583.0,-100989.0,6715.0,76672.0,42.6618,46398.0,76672.0,70984.0,G,59,Retail Trade,Miscellaneous Retail
C_327,2003,failed,30322.0,32336.0,18038.0,0.0,1802.0,-3865.0,-2063.0,13177.0,3928.0,4.35,-3915.0,-6881.0,4016.0,31215.0,23.39,4.35,31215.0,33278.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_1195,2004,failed,1062.0,3713.0,1585.0,0.0,0.87,-5015.0,-4145.0,4382.0,0.0,2.65,-4957.0,-45349.0,0.67,5.967,8.2728,2948.0,5.967,10112.0,H,62,"Finance, Insurance & Real Estate",Security & Commodity Brokers
C_7627,2010,failed,80891.0,686321.0,271845.0,0.0,103637.0,-13.006,90631.0,139988.0,17.513,380507.0,-245266.0,104719.0,33.81,411833.0,90422.0,389447.0,411833.0,321202.0,E,44,"Transportation, Communications & Utilities",Water Transportation
C_1212,2010,failed,368124.0,1274555.0,464878.0,460862.0,115.03,54734.0,169764.0,194597.0,25527.0,175263.0,-14461.0,-61493.0,168.876,659475.0,531.8063,686.489,659475.0,489711.0,B,13,Mining,Oil & Gas Extraction
C_2859,2007,failed,52.384,681.61,49074.0,233046.0,41401.0,14428.0,55.829,73805.0,6.622,52682.0,-30414.0,-120989.0,17.4,122879.0,162.7662,295127.0,122879.0,67.05,B,13,Mining,Oil & Gas Extraction
C_1251,2017,failed,553762.0,772319.0,1140372.0,197906.0,53603.0,27669.0,81.272,658.15,347.44,237129.0,11626.0,718755.0,22149.0,1798.522,258.0998,494749.0,1798.522,1717.25,G,57,Retail Trade,Furniture & Home Furnishings
C_5079,2003,failed,1483.0,11616.0,39589.0,3826.0,1077.0,63.0,1.14,4457.0,0.383,5088.0,-1034.0,-13167.0,0.21,44.046,2.7786,9967.0,44.046,42.906,G,58,Retail Trade,Eating & Drinking Places
C_6621,2007,failed,336.0,14666.0,2620.0,19973.0,1328.0,765.0,2093.0,3382.0,0.0,1332.0,-1616.0,-13219.0,225.0,6002.0,465.9829,22354.0,6002.0,3909.0,E,48,"Transportation, Communications & Utilities",Communications
C_998,1999,failed,1468808.0,3874891.0,1583195.0,323014.0,67649.0,87.409,155058.0,307893.0,216857.0,1302406.0,0.44,-255884.0,850888.0,1891088.0,540.3425,3083005.0,1891088.0,1736.03,D,34,Manufacturing,Fabricated Metal Products
C_5915,2004,failed,39151.0,43958.0,54424.0,0.0,1.407,3543.0,4.95,31346.0,35654.0,20042.0,2061.0,6581.0,131.0,85.77,20607.0,23401.0,85.77,80.82,G,56,Retail Trade,Apparel Stores
C_480,1999,failed,0.543,4.358,314.0,158.0,361.0,-0.14,221.0,0.824,0.0,593.0,-0.14,503.0,296.0,1138.0,10.9125,0.751,1138.0,917.0,B,13,Mining,Oil & Gas Extraction
C_4529,2003,failed,2249.0,2405.0,2381.0,0.0,32.0,579.0,611.0,2187.0,986.0,815.0,465.0,-0.86,809.0,4.568,8.2859,815.0,4.568,3957.0,D,28,Manufacturing,Chemicals & Allied Products
C_2585,2017,failed,104701.0,1710063.0,193158.0,759316.0,179.184,-215406.0,-36222.0,-4585.0,0.0,166487.0,-101492.0,-136274.0,67.379,188573.0,99.1287,1034388.0,188573.0,224795.0,B,13,Mining,Oil & Gas Extraction
C_8278,2014,failed,7.333,34453.0,18282.0,5855.0,3197.0,-6.498,-3301.0,8.84,1621.0,17.554,-6755.0,-152.59,4452.0,27122.0,25.8034,24503.0,27122.0,30423.0,D,28,Manufacturing,Chemicals & Allied Products
C_2358,2001,failed,6615.0,28762.0,413.0,6982.0,5.868,-18455.0,-12587.0,2.703,5007.0,9127.0,-24937.0,-287.68,236.0,3116.0,143.4453,16109.0,3116.0,15703.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_1226,2015,failed,164.98,517725.0,82525.0,0.0,1736578.0,-1592261.0,144317.0,181438.0,2878.0,1327908.0,-1582961.0,-2129849.0,47965.0,263963.0,24.2714,1432846.0,263963.0,119646.0,B,13,Mining,Oil & Gas Extraction
C_1352,2000,failed,16.44,556061.0,565.958,192.0,27.668,77314.0,104982.0,139.837,5085.0,48072.0,41983.0,251148.0,3631.0,705795.0,294.3745,273632.0,705795.0,600813.0,G,58,Retail Trade,Eating & Drinking Places
C_478,2003,failed,179467.0,578341.0,657.869,396.17,55488.0,672.0,56.16,84.42,82368.0,122294.0,-220549.0,-240524.0,66979.0,742289.0,66.7336,543242.0,742289.0,686.129,D,30,Manufacturing,Rubber & Plastics
C_2330,2002,failed,63545.0,95268.0,122503.0,17081.0,4572.0,14272.0,18844.0,40.36,16292.0,39592.0,8.841,8639.0,30162.0,162863.0,94.1005,83.732,162863.0,144019.0,D,37,Manufacturing,Transportation Equipment
C_876,2002,failed,129634.0,275.977,362443.0,0.0,19403.0,11341.0,30744.0,97547.0,57967.0,139879.0,-56749.0,-14819.0,58913.0,459.99,28.7653,157405.0,459.99,429246.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_7069,2011,failed,187143.0,3388.774,176.441,1976157.0,320.89,145384.0,466274.0,510767.0,0.0,534615.0,-191899.0,-655.157,70628.0,687.208,382.4182,3106565.0,687.208,220.934,B,13,Mining,Oil & Gas Extraction
C_2073,2004,failed,1545.0,1545.0,0.101,0.0,0.0,-78.0,-78.0,-78.0,0.0,33.0,-78.0,-86541.0,3.0,23.0,1199.0,33.0,23.0,0.101,H,65,"Finance, Insurance & Real Estate",Real Estate
C_868,2010,failed,286.5,564.7,106.9,418.3,12.3,-91.9,-79.6,-79.6,1.0,263.0,-271.7,-524.0,33.4,27.3,357.7076,942.5,27.3,106.9,D,28,Manufacturing,Chemicals & Allied Products
C_7184,2006,failed,13467.0,111964.0,7604.0,19.35,3703.0,-8743.0,-5.04,1.84,0.0,29061.0,-6.861,-12746.0,4053.0,9444.0,95.7117,50282.0,9444.0,14.484,B,13,Mining,Oil & Gas Extraction
C_3073,2004,failed,38022.0,93676.0,234503.0,5235.0,3817.0,-44342.0,-40525.0,53415.0,0.0,73565.0,-47.836,-193237.0,28011.0,287918.0,5.2075,87.2,287918.0,328.443,E,45,"Transportation, Communications & Utilities",Air Transportation
C_641,2002,failed,1442.0,2156.0,4959.0,9084.0,148.0,64.0,212.0,1418.0,0.729,887.0,-131.0,-16864.0,522.0,6.377,0.1424,10221.0,6.377,6165.0,D,34,Manufacturing,Fabricated Metal Products
C_1336,2002,failed,37855.0,56889.0,38097.0,3076.0,6871.0,-41.23,-34359.0,21146.0,22767.0,40576.0,-41774.0,-280.36,13.574,59243.0,16984.0,43652.0,59243.0,93602.0,D,38,Manufacturing,Instruments & Related Products
C_328,2005,failed,2833341.0,4069044.0,8602915.0,51985.0,163839.0,210999.0,374838.0,2994771.0,1698026.0,1622.33,139746.0,1409027.0,226.44,11597.686,4200.1797,2114411.0,11597.686,11222848.0,G,57,Retail Trade,Furniture & Home Furnishings
C_3524,2006,failed,122834.0,205572.0,332631.0,1.06,12.02,15.016,27036.0,129503.0,70738.0,60.561,12602.0,34359.0,3813.0,462134.0,181.2888,86179.0,462134.0,435098.0,G,56,Retail Trade,Apparel Stores
C_7224,2005,failed,127054.0,228799.0,751.06,121.0,4017.0,86.528,90545.0,90545.0,6.368,80.02,25698.0,-67.151,30.19,841605.0,146.3732,210181.0,841605.0,751.06,E,45,"Transportation, Communications & Utilities",Air Transportation
C_7344,2004,failed,0.082,263.0,4.0,35.0,0.028,-2452.0,-2424.0,47.0,0.0,2898.0,-2393.0,-7391.0,45.0,51.0,12.2865,2.933,51.0,2475.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_2443,2003,failed,585.584,634735.0,24.328,141471.0,4211.0,58731.0,62942.0,122422.0,26.808,28851.0,34675.0,41411.0,35395.0,146.75,1298.6142,170322.0,146.75,83.808,D,28,Manufacturing,Chemicals & Allied Products
C_6966,2004,failed,1766.0,12795.0,195.0,1.0,2068.0,-17474.0,-15406.0,1.572,0.0,1.13,-17425.0,-191623.0,133.0,1767.0,39.5426,3364.0,1767.0,17173.0,D,28,Manufacturing,Chemicals & Allied Products
C_3017,2001,failed,15614.0,39847.0,16744.0,4849.0,4715.0,-23.57,-18855.0,26486.0,2.54,12685.0,-26499.0,-116577.0,4646.0,43.23,181135.0,19291.0,43.23,62085.0,D,38,Manufacturing,Instruments & Related Products
C_1471,2002,failed,130.176,179785.0,141.682,0.0,5.014,14116.0,19.13,112106.0,48334.0,54077.0,-8.358,327656.0,54347.0,253788.0,98.4757,57872.0,253788.0,234658.0,F,51,Wholesale Trade,Wholesale Trade – Nondurable Goods
C_1009,2018,alive,21967.0,89694.0,8162.0,24486.0,2659.0,7249.0,9908.0,22395.0,3753.0,8472.0,4631.0,23559.0,6222.0,30557.0,119067.3894,39482.0,30557.0,20649.0,D,38,Manufacturing,Instruments & Related Products
C_489,2005,failed,141629.0,178922.0,296503.0,24361.0,5.946,8664.0,14.61,138512.0,135077.0,50995.0,1949.0,65735.0,1781.0,435015.0,98462.0,76775.0,435015.0,420405.0,G,53,Retail Trade,General Merchandise Stores
C_1012,2008,alive,16526.2,60959.9,67907.3,8057.2,1274.2,6068.5,7342.7,19564.6,9152.6,13489.9,3212.1,12955.1,5384.3,87471.9,41301.2481,26385.5,87471.9,80129.2,G,59,Retail Trade,Miscellaneous Retail
C_5658,2009,failed,4.19,4424.0,11202.0,0.0,125.0,-2059.0,-1934.0,3689.0,0.0,1815.0,-2076.0,-33262.0,2656.0,14.891,2.1911,1815.0,14.891,16825.0,I,73,Services,Business Services
C_5447,2011,failed,203262.0,413115.0,486.95,26575.0,56743.0,-107.96,-51217.0,274271.0,131975.0,149.04,-99694.0,-35145.0,8199.0,761221.0,107.0687,296702.0,761221.0,812438.0,G,56,Retail Trade,Apparel Stores
C_3711,2010,failed,148779.0,156063.0,127815.0,9059.0,1546.0,-6279.0,-4.733,45487.0,40543.0,81618.0,-11819.0,-244905.0,73888.0,173.302,530.5995,108072.0,173.302,178035.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_1261,2003,failed,25085.0,45315.0,52041.0,7.577,2911.0,-996.0,1915.0,13832.0,12375.0,29435.0,-2.304,-10378.0,11776.0,65873.0,1.5909,44703.0,65873.0,63958.0,D,30,Manufacturing,Rubber & Plastics
C_7344,2006,failed,13114.0,14046.0,3582.0,0.0,238.0,-3638.0,-3.4,3039.0,3083.0,738.0,-3518.0,-13689.0,2234.0,6621.0,39.8318,738.0,6621.0,10021.0,D,36,Manufacturing,Electronic & Electrical Equipment
C_6880,2010,failed,331.268,1029813.0,506698.0,474628.0,135.163,-21403.0,113.76,221541.0,21556.0,119254.0,-43563.0,-27544.0,229886.0,728.239,680.7888,727.89,728.239,614479.0,B,13,Mining,Oil & Gas Extraction
C_186,2011,failed,189635.0,197116.0,8921.0,175.461,392.0,-115436.0,-115044.0,644.0,10924.0,30065.0,-102027.0,-417588.0,4737.0,9565.0,159.4495,205526.0,9565.0,124609.0,D,28,Manufacturing,Chemicals & Allied Products
C_2909,2006,failed,704.3,2122.1,953.3,695.0,36.8,156.1,192.9,1432.9,172.3,830.0,-117.4,996.9,261.9,2386.2,1326.8701,1947.0,2386.2,2193.3,D,27,Manufacturing,Printing & Publishing
C_14,2016,failed,352661.0,540778.0,403041.0,118592.0,12698.0,56.954,69652.0,155483.0,98107.0,98906.0,34766.0,188479.0,180262.0,558524.0,647.8346,236336.0,558524.0,488872.0,F,51,Wholesale Trade,Wholesale Trade – Nondurable Goods
C_1712,2009,failed,99249.0,772.728,384464.0,197206.0,63.39,-38573.0,24817.0,65429.0,25871.0,174225.0,-27345.0,-257438.0,56812.0,449893.0,92.1829,914527.0,449893.0,425076.0,B,12,Mining,Coal Mining
C_1000,2008,alive,2302723.0,6080142.0,2513001.0,1197611.0,178.346,1428.2,1606546.0,3842054.0,369679.0,2530703.0,799.491,5626771.0,1060858.0,6355055.0,7291052.0,4727271.0,6355055.0,4748509.0,I,73,Services,Business Services
C_327,2002,failed,32906.0,38115.0,17192.0,0.0,2631.0,-8.21,-5579.0,14248.0,3145.0,5.877,-6504.0,-2966.0,4379.0,31.44,14.1954,5.877,31.44,37019.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_6556,2003,failed,39334.0,142451.0,85165.0,17812.0,37244.0,-29213.0,8031.0,53415.0,492.0,41732.0,-33.038,-829.16,15587.0,138.58,560.44,64301.0,138.58,130549.0,I,73,Services,Business Services
C_4013,2002,failed,9827.0,12511.0,31841.0,0.548,0.839,0.333,1172.0,4.446,3.456,9934.0,-474.0,-6.661,5464.0,36287.0,2.2545,12.08,36287.0,35115.0,D,30,Manufacturing,Rubber & Plastics
C_8082,2009,failed,93687.0,96848.0,65.14,2416.0,478.0,-65.53,-65.052,-65.052,0.0,16.3,-66562.0,-266743.0,0.0,88.0,351.2796,20945.0,88.0,65.14,D,28,Manufacturing,Chemicals & Allied Products
C_6610,2001,failed,107841.0,314737.0,59.531,160192.0,32471.0,-8109.0,24362.0,90461.0,2939.0,65547.0,-34792.0,-98125.0,13992.0,149.992,19.8814,229666.0,149.992,125.63,E,48,"Transportation, Communications & Utilities",Communications
C_1977,2002,failed,443918.0,1227.89,2298953.0,450161.0,69.6,29904.0,99504.0,234765.0,326.792,264881.0,14335.0,315853.0,85.347,2533718.0,353.2765,831953.0,2533718.0,2434214.0,D,20,Manufacturing,Food & Kindred Products
C_6779,2002,failed,209.0,867.0,5.967,0.0,318.0,-6269.0,-5.951,-5716.0,0.0,52.0,-5.77,-9637.0,0.04,251.0,9354.0,52.0,251.0,6.202,B,13,Mining,Oil & Gas Extraction
C_8371,2014,failed,384233.0,2159918.0,1094211.0,498.48,127158.0,49735.0,176893.0,229833.0,79.802,296062.0,78.96,525445.0,87065.0,1324044.0,560182.0,1072.084,1324044.0,1147151.0,B,12,Mining,Coal Mining
C_4764,2008,failed,515048.0,1552114.0,1608484.0,1282.041,74009.0,171.32,245329.0,490.21,159569.0,324938.0,-298027.0,-493318.0,270145.0,2098694.0,241.3903,1773069.0,2098694.0,1853365.0,D,26,Manufacturing,Paper & Allied Products
C_5658,2000,failed,18143.0,27038.0,39069.0,395.0,2471.0,-14246.0,-11775.0,15953.0,0.0,8811.0,-16798.0,-15388.0,13597.0,55022.0,8229.0,9268.0,55022.0,66797.0,I,73,Services,Business Services
C_5172,2002,failed,31765.0,97129.0,27651.0,497.0,5749.0,-36107.0,-30358.0,1.316,0.0,17279.0,-35931.0,-189443.0,418.0,28967.0,50.476,25054.0,28967.0,59325.0,D,38,Manufacturing,Instruments & Related Products
C_4592,2004,failed,404.28,560908.0,454391.0,200.0,17.319,55.711,73.03,469215.0,278589.0,170.07,16025.0,107.92,58.29,923606.0,150.6556,391727.0,923606.0,850576.0,G,59,Retail Trade,Miscellaneous Retail
C_1576,2012,failed,508.09,4168055.0,721.634,1000.0,147299.0,204823.0,352122.0,522531.0,62348.0,266629.0,150.75,2436.832,393.438,1244165.0,2499043.0,1606299.0,1244165.0,892043.0,E,44,"Transportation, Communications & Utilities",Water Transportation
C_4186,2002,failed,4636.0,4939.0,3823.0,0.0,91.0,-2515.0,-2424.0,0.859,3284.0,6426.0,-2967.0,-57667.0,1079.0,4682.0,0.6217,6426.0,4682.0,7106.0,D,38,Manufacturing,Instruments & Related Products
C_7582,2005,failed,49136.0,571314.0,240304.0,237447.0,7.713,52146.0,59859.0,197491.0,6495.0,64975.0,-22.6,-27307.0,23419.0,437795.0,334.2802,365567.0,437795.0,377936.0,G,59,Retail Trade,Miscellaneous Retail
C_6984,2005,failed,5848.0,6415.0,3.61,0.0,285.0,-13576.0,-13291.0,166.0,879.0,1736.0,-10955.0,-105562.0,747.0,3776.0,17.6394,4186.0,3776.0,17067.0,D,38,Manufacturing,Instruments & Related Products
C_7401,2011,failed,379.47,828.64,640553.0,585.0,34295.0,338706.0,373001.0,777385.0,91212.0,183179.0,219608.0,727794.0,142412.0,1417938.0,3349.8381,797.849,1417938.0,1044937.0,D,25,Manufacturing,Furniture & Fixtures
C_4070,2009,failed,9458.0,11578.0,5.8,0.0,357.0,-7.32,-6.963,3753.0,0.0,1366.0,-4276.0,2949.0,4062.0,9553.0,6.5007,1492.0,9553.0,16516.0,I,87,Services,Engineering & Management Services
C_2953,2007,failed,18776.0,39491.0,26.58,90.0,1505.0,-26684.0,-25179.0,-25179.0,669.0,4.97,-35573.0,-161928.0,349.0,1401.0,94.4764,96284.0,1401.0,26.58,D,28,Manufacturing,Chemicals & Allied Products
C_6125,2011,failed,324339.0,4040591.0,336439.0,2837.287,52.0,124644.0,176644.0,213105.0,0.0,178435.0,63.86,-985473.0,242771.0,549544.0,501.5711,3636431.0,549544.0,372.9,E,48,"Transportation, Communications & Utilities",Communications
C_4764,2003,failed,363385.0,1107393.0,1291049.0,746.386,47968.0,86958.0,134.926,380615.0,91402.0,260612.0,5.15,-144601.0,223541.0,1671664.0,223.0318,1039374.0,1671664.0,1536.738,D,26,Manufacturing,Paper & Allied Products
C_535,2017,failed,3878.0,9747.0,4088.0,7541.0,801.0,-374.0,427.0,1611.0,1234.0,2230.0,-2813.0,-7282.0,1103.0,5699.0,4140.81,10318.0,5699.0,5272.0,D,35,Manufacturing,Industrial Machinery & Equipment
C_443,2004,failed,9897.0,23962.0,38925.0,1753.0,1408.0,2318.0,3726.0,11524.0,5113.0,5.73,1395.0,21.633,3465.0,50449.0,22.7815,8163.0,50449.0,46723.0,D,23,Manufacturing,Apparel & Finished Products
C_3628,2000,failed,10150.0,21406.0,27986.0,3733.0,389.0,741.0,1130.0,1459.0,329.0,9405.0,501.0,651.0,5085.0,29445.0,18092.5461,16744.0,29445.0,28315.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_7261,2008,failed,11153.0,42.781,115431.0,0.8,8.409,-16046.0,-7637.0,20148.0,998.0,14034.0,-16222.0,-256776.0,916.0,135579.0,11.6216,23755.0,135579.0,143216.0,G,58,Retail Trade,Eating & Drinking Places
C_5282,2002,failed,819.0,2396.0,1234.0,1212.0,102.0,74.0,176.0,320.0,406.0,475.0,-333.0,-1075.0,210.0,1554.0,600.9976,2412.0,1554.0,1378.0,D,28,Manufacturing,Chemicals & Allied Products
C_5658,2004,failed,6704.0,8.65,17.362,0.0,361.0,1.51,1871.0,7.673,0.0,2213.0,1237.0,-27785.0,4.071,25035.0,15.0945,2227.0,25035.0,23164.0,I,73,Services,Business Services
C_7371,2009,failed,176025.0,4029542.0,301942.0,779585.0,420931.0,157541.0,578472.0,670971.0,0.0,282732.0,-106882.0,723.396,152082.0,972913.0,3632.8753,1759457.0,972913.0,394441.0,B,13,Mining,Oil & Gas Extraction
C_1173,2012,failed,3768.0,50406.0,11413.0,15179.0,1431.0,2476.0,3907.0,3907.0,861.0,7605.0,770.0,3273.0,1929.0,15320.0,17464.7002,37313.0,15320.0,11413.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_6960,2005,failed,21406.0,22637.0,1884.0,211.0,642.0,-9982.0,-9.34,3716.0,2.601,6.969,-9.58,-79212.0,3662.0,5.6,67.3021,7.18,5.6,14.94,D,36,Manufacturing,Electronic & Electrical Equipment
C_5658,2005,failed,6.67,8493.0,18632.0,0.0,204.0,701.0,905.0,7.8,0.0,2.288,-484.0,-28281.0,4353.0,26432.0,10.8134,2.288,26432.0,25527.0,I,73,Services,Business Services
C_8269,2009,failed,186303.0,327579.0,211812.0,71372.0,27051.0,24415.0,51466.0,346963.0,141235.0,64.88,1112.0,16.929,21401.0,558775.0,220.2023,170238.0,558775.0,507309.0,H,67,"Finance, Insurance & Real Estate",Holding & Investment Offices
C_1010,2005,alive,909.0,4287.0,1227.0,9994.0,775.0,-506.0,0.269,2582.0,166.0,1.68,-924.0,-10013.0,484.0,3809.0,1.2264,11781.0,3809.0,3.54,D,38,Manufacturing,Instruments & Related Products
C_744,1999,failed,83.433,184471.0,158641.0,65306.0,5317.0,36536.0,41853.0,78.427,0.0,27358.0,20.793,51972.0,36836.0,237068.0,749.0933,94575.0,237068.0,195215.0,I,80,Services,Health Services
C_7064,2007,failed,7.423,23784.0,23.0,0.0,262.0,-16129.0,-15867.0,297.0,0.0,4333.0,-15749.0,-51223.0,0.71,0.32,830.4714,4333.0,0.32,16187.0,E,49,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
C_3073,2005,failed,32086.0,87.356,204825.0,2829.0,3517.0,-39175.0,-35658.0,51837.0,0.0,68536.0,-49844.0,-300524.0,20545.0,256.662,87.2742,76.927,256.662,292.32,E,45,"Transportation, Communications & Utilities",Air Transportation
C_6089,2000,failed,52806.0,59081.0,51549.0,0.0,2512.0,-8.386,-5874.0,53033.0,3359.0,52683.0,-12075.0,-102995.0,28136.0,104582.0,77244.0,52683.0,104582.0,110456.0,I,73,Services,Business Services
C_926,1999,failed,3277.0,24344.0,10874.0,1882.0,599.0,-1415.0,-816.0,1991.0,99.0,9602.0,1557.0,-27324.0,652.0,12865.0,6.4492,11.484,12865.0,13681.0,I,79,Services,Amusement & Recreation
C_6991,2001,failed,81291.0,106816.0,4541.0,2083.0,2.723,-28431.0,-25708.0,14508.0,3889.0,10401.0,-25812.0,-74.51,5652.0,19049.0,216456.0,13587.0,19049.0,44757.0,D,28,Manufacturing,Chemicals & Allied Products
C_258,2000,failed,58322.0,245502.0,274413.0,115429.0,10021.0,-24.148,-14127.0,5.258,35.07,36617.0,-9049.0,63363.0,21425.0,279671.0,47.42,173299.0,279671.0,293798.0,D,20,Manufacturing,Food & Kindred Products
C_131,2003,failed,11231.0,22784.0,17497.0,1953.0,1.309,-1.38,-71.0,11606.0,5.96,8212.0,-1506.0,-40482.0,3.098,29103.0,42.7738,10165.0,29103.0,29174.0,D,28,Manufacturing,Chemicals & Allied Products
C_1545,2000,failed,8.153,23349.0,5961.0,5516.0,442.0,-4918.0,-4476.0,1013.0,1239.0,3272.0,4627.0,-87.872,1633.0,6974.0,5655.0,15033.0,6974.0,11.45,D,35,Manufacturing,Industrial Machinery & Equipment
C_6610,2002,failed,79918.0,243016.0,53.741,97443.0,41.263,10109.0,51372.0,110357.0,1162.0,48065.0,2046.0,-96182.0,12624.0,164.098,18222.0,155.78,164.098,112726.0,E,48,"Transportation, Communications & Utilities",Communications
C_1019,2005,alive,10955.0,16.45,4053.0,0.0,93.0,4.11,4203.0,7.53,2374.0,1202.0,2805.0,13606.0,2444.0,11583.0,41554.0,1531.0,11583.0,7.38,D,38,Manufacturing,Instruments & Related Products
C_3497,2006,failed,1003.0,6246.0,4998.0,1188.0,0.864,-15768.0,-14.904,-4524.0,423.0,13897.0,-20397.0,-104.04,52.0,474.0,60.0521,15085.0,474.0,15378.0,D,38,Manufacturing,Instruments & Related Products
C_6148,2008,failed,1890.7,3055.3,1351.6,575.0,34.2,64.3,98.5,263.0,1231.9,716.4,48.7,50.0,154.1,1614.6,501.7844,1892.9,1614.6,1516.1,B,14,Mining,Nonmetallic Minerals
